time_s,Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12
355.0000000,0.0100255,0.0062950,0.0098336,0.0098885,0.0050165,0.0100513,0.0101991,0.0064129,0.0052968,0.0101235,0.0099546,0.0100703
356.0000000,0.0099018,0.0063986,0.0097182,0.0101371,0.0051111,0.0100719,0.0098903,0.0063658,0.0051717,0.0100162,0.0097078,0.0101372
357.0000000,0.0100442,0.0061163,0.0102244,0.0100926,0.0052389,0.0101035,0.0101315,0.0063157,0.0052391,0.0099321,0.0100623,0.0101643
358.0000000,0.0103176,0.0064249,0.0099234,0.0099794,0.0054695,0.0100347,0.0098245,0.0065853,0.0050910,0.0101933,0.0102372,0.0100390
359.0000000,0.0098832,0.0063306,0.0098719,0.0098477,0.0049954,0.0095193,0.0101108,0.0065081,0.0054700,0.0097837,0.0097395,0.0101491
360.0000000,0.0095403,0.0066210,0.0102198,0.0101614,0.0050938,0.0100383,0.0100836,0.0064833,0.0053605,0.0098984,0.0099695,0.0098992
361.0000000,0.0098492,0.0064685,0.0100858,0.0100516,0.0053176,0.0098385,0.0103838,0.0061948,0.0052773,0.0098754,0.0100316,0.0101310
362.0000000,0.0098284,0.0061809,0.0098877,0.0099596,0.0052493,0.0100435,0.0100314,0.0065168,0.0052169,0.0101335,0.0098551,0.0102298
363.0000000,0.0097458,0.0064026,0.0099502,0.0099096,0.0051876,0.0100608,0.0101146,0.0064400,0.0050704,0.0101139,0.0098902,0.0099070
364.0000000,0.0099257,0.0064506,0.0097780,0.0096877,0.0051124,0.0101326,0.0099923,0.0063073,0.0051820,0.0101868,0.0100750,0.0100543
365.0000000,0.0098818,0.0065041,0.0098995,0.0100411,0.0054304,0.0101021,0.0099520,0.0065127,0.0051047,0.0099433,0.0100803,0.0098977
366.0000000,0.0100011,0.0061790,0.0098996,0.0099333,0.0052048,0.0098167,0.0101195,0.0061793,0.0050093,0.0100028,0.0102153,0.0098007
367.0000000,0.0100851,0.0062496,0.0099569,0.0102214,0.0050651,0.0099910,0.0101385,0.0064228,0.0052997,0.0098843,0.0099666,0.0102415
368.0000000,0.0103776,0.0065049,0.0100379,0.0098934,0.0053563,0.0099959,0.0100431,0.0060403,0.0051921,0.0101091,0.0098693,0.0098162
369.0000000,0.0101096,0.0062046,0.0098920,0.0095975,0.0051936,0.0099681,0.0100842,0.0061740,0.0052590,0.0099974,0.0101193,0.0099913
370.0000000,0.0100015,0.0063658,0.0101136,0.0100692,0.0052327,0.0099991,0.0099875,0.0064976,0.0053822,0.0101721,0.0098692,0.0102435
371.0000000,0.0097104,0.0063339,0.0101416,0.0100731,0.0051735,0.0099548,0.0097798,0.0065055,0.0052056,0.0102016,0.0099436,0.0098785
372.0000000,0.0097824,0.0064060,0.0098380,0.0097378,0.0052803,0.0099663,0.0102141,0.0065512,0.0049445,0.0099892,0.0099029,0.0099982
373.0000000,0.0098312,0.0061923,0.0097154,0.0101196,0.0051555,0.0099039,0.0100884,0.0064536,0.0054008,0.0101587,0.0101834,0.0099575
374.0000000,0.0099610,0.0062988,0.0099339,0.0096876,0.0054357,0.0101523,0.0101654,0.0063666,0.0051331,0.0099554,0.0100547,0.0101387
375.0000000,0.0097129,0.0061453,0.0097450,0.0101692,0.0051945,0.0099695,0.0099946,0.0064157,0.0051776,0.0099284,0.0098751,0.0098808
376.0000000,0.0100395,0.0060600,0.0096410,0.0101416,0.0050254,0.0097010,0.0100492,0.0063311,0.0051304,0.0100190,0.0101129,0.0099853
377.0000000,0.0102149,0.0064777,0.0099922,0.0100494,0.0051149,0.0100353,0.0100201,0.0062417,0.0049049,0.0100362,0.0100786,0.0097843
378.0000000,0.0100892,0.0063320,0.0099766,0.0100799,0.0050405,0.0101006,0.0102853,0.0062017,0.0050467,0.0098393,0.0099551,0.0097228
379.0000000,0.0102143,0.0064018,0.0098655,0.0098674,0.0054179,0.0099485,0.0103065,0.0061769,0.0051182,0.0099156,0.0100816,0.0101581
380.0000000,0.0099728,0.0064532,0.0099465,0.0099631,0.0052074,0.0099473,0.0099981,0.0064076,0.0051787,0.0099290,0.0098793,0.0099968
381.0000000,0.0100909,0.0064763,0.0098355,0.0102313,0.0052383,0.0101484,0.0098361,0.0061083,0.0050773,0.0103486,0.0100181,0.0100784
382.0000000,0.0100264,0.0062506,0.0100152,0.0100357,0.0053066,0.0096870,0.0099196,0.0064798,0.0051602,0.0100595,0.0100807,0.0101909
383.0000000,0.0101167,0.0062208,0.0096507,0.0099794,0.0049746,0.0102746,0.0103572,0.0064940,0.0051503,0.0102521,0.0102482,0.0100748
384.0000000,0.0101538,0.0060893,0.0099959,0.0102197,0.0053166,0.0100874,0.0099564,0.0063027,0.0050888,0.0101383,0.0099977,0.0099556
385.0000000,0.0098342,0.0063898,0.0098606,0.0100126,0.0050045,0.0100202,0.0101564,0.0062279,0.0051183,0.0098120,0.0100390,0.0099117
386.0000000,0.0097936,0.0060888,0.0098597,0.0098078,0.0050513,0.0099995,0.0100049,0.0064910,0.0053098,0.0097417,0.0099996,0.0100652
387.0000000,0.0098550,0.0065675,0.0099481,0.0098645,0.0051998,0.0102136,0.0100220,0.0061825,0.0050826,0.0099971,0.0099199,0.0099332
388.0000000,0.0101695,0.0062505,0.0097405,0.0101435,0.0049824,0.0098754,0.0098235,0.0063341,0.0051404,0.0099469,0.0101745,0.0099870
389.0000000,0.0100928,0.0064560,0.0099208,0.0101983,0.0052003,0.0099049,0.0096224,0.0060736,0.0051206,0.0101642,0.0099410,0.0098402
390.0000000,0.0101678,0.0065029,0.0100167,0.0099736,0.0054124,0.0098138,0.0100784,0.0062439,0.0052464,0.0103525,0.0098518,0.0099493
391.0000000,0.0098821,0.0062669,0.0099859,0.0099089,0.0052205,0.0100341,0.0103188,0.0064258,0.0052256,0.0100258,0.0101542,0.0100803
392.0000000,0.0100289,0.0063060,0.0098729,0.0102300,0.0053063,0.0102637,0.0102314,0.0063400,0.0053248,0.0099172,0.0100204,0.0099501
393.0000000,0.0100899,0.0061005,0.0100557,0.0099653,0.0054178,0.0100319,0.0101283,0.0062096,0.0050645,0.0102433,0.0099773,0.0098734
394.0000000,0.0097288,0.0063430,0.0095777,0.0100410,0.0051611,0.0097586,0.0102002,0.0062374,0.0049825,0.0101337,0.0099734,0.0103647
395.0000000,0.0099539,0.0061884,0.0099955,0.0098669,0.0052344,0.0102274,0.0099883,0.0064638,0.0052836,0.0100776,0.0100274,0.0099643
396.0000000,0.0100647,0.0063112,0.0102043,0.0100746,0.0047291,0.0100811,0.0099534,0.0063608,0.0050801,0.0100596,0.0100479,0.0100775
397.0000000,0.0100511,0.0063125,0.0097177,0.0099733,0.0051205,0.0100187,0.0100128,0.0062381,0.0050834,0.0101224,0.0098994,0.0100781
398.0000000,0.0099010,0.0061772,0.0100288,0.0099234,0.0051092,0.0099148,0.0099545,0.0062552,0.0052570,0.0100043,0.0100808,0.0099831
399.0000000,0.0099853,0.0063123,0.0097009,0.0101468,0.0050321,0.0098440,0.0101463,0.0061444,0.0051649,0.0101971,0.0099081,0.0098957
400.0000000,0.0101219,0.0061768,0.0101678,0.0100423,0.0050690,0.0100742,0.0098868,0.0065025,0.0050348,0.0099829,0.0100603,0.0100036
401.0000000,0.0100949,0.0062033,0.0098996,0.0098041,0.0052460,0.0101209,0.0098318,0.0062525,0.0049269,0.0095825,0.0099024,0.0101793
402.0000000,0.0101275,0.0061958,0.0101753,0.0099885,0.0052432,0.0101946,0.0101324,0.0063696,0.0050204,0.0101803,0.0103364,0.0098946
403.0000000,0.0100776,0.0061832,0.0101711,0.0096430,0.0051727,0.0100973,0.0098393,0.0063779,0.0051385,0.0099065,0.0100599,0.0099382
404.0000000,0.0100025,0.0062344,0.0101040,0.0100140,0.0048676,0.0101680,0.0101850,0.0060336,0.0051293,0.0099320,0.0102239,0.0101792
405.0000000,0.0100952,0.0065055,0.0097848,0.0099993,0.0048962,0.0100101,0.0099363,0.0063548,0.0051525,0.0101939,0.0100526,0.0099449
406.0000000,0.0099881,0.0064919,0.0100306,0.0098783,0.0051735,0.0099462,0.0099173,0.0064010,0.0052019,0.0100395,0.0099932,0.0098963
407.0000000,0.0097515,0.0062561,0.0099199,0.0101636,0.0049596,0.0100395,0.0097944,0.0063112,0.0048674,0.0103521,0.0101261,0.0100108
408.0000000,0.0100570,0.0062900,0.0098948,0.0099620,0.0050425,0.0102049,0.0099601,0.0061303,0.0052229,0.0099975,0.0099648,0.0098214
409.0000000,0.0098035,0.0063823,0.0098843,0.0100992,0.0050525,0.0104011,0.0100938,0.0061734,0.0049125,0.0099352,0.0099030,0.0100231
410.0000000,0.0098406,0.0061854,0.0098385,0.0100148,0.0048402,0.0100038,0.0101495,0.0062655,0.0051685,0.0101035,0.0101311,0.0098918
411.0000000,0.0099400,0.0061359,0.0099399,0.0100333,0.0048473,0.0098994,0.0102116,0.0062798,0.0048979,0.0099985,0.0100954,0.0099854
412.0000000,0.0101345,0.0061829,0.0099499,0.0100179,0.0049009,0.0097883,0.0099783,0.0063365,0.0050527,0.0101788,0.0100208,0.0099624
413.0000000,0.0099901,0.0062502,0.0101514,0.0103521,0.0048105,0.0102377,0.0101004,0.0061598,0.0049448,0.0098266,0.0098290,0.0097588
414.0000000,0.0103483,0.0061717,0.0100193,0.0102509,0.0053098,0.0099204,0.0097197,0.0064311,0.0051858,0.0101732,0.0100054,0.0099098
415.0000000,0.0101329,0.0063661,0.0100725,0.0099798,0.0047688,0.0100038,0.0104377,0.0061414,0.0048168,0.0099901,0.0100948,0.0100591
416.0000000,0.0100335,0.0063874,0.0097957,0.0100443,0.0050331,0.0098860,0.0099862,0.0061627,0.0051825,0.0098470,0.0100652,0.0098415
417.0000000,0.0097192,0.0064609,0.0101635,0.0102413,0.0051135,0.0099285,0.0099447,0.0061771,0.0048786,0.0100948,0.0098282,0.0104287
418.0000000,0.0101378,0.0062173,0.0099702,0.0098962,0.0051123,0.0099768,0.0100580,0.0062570,0.0050492,0.0100943,0.0100748,0.0102013
419.0000000,0.0100991,0.0062590,0.0100400,0.0099146,0.0050438,0.0099944,0.0102160,0.0060799,0.0050328,0.0100982,0.0101442,0.0100479
420.0000000,0.0100913,0.0065084,0.0098328,0.0099117,0.0048999,0.0099097,0.0100822,0.0065016,0.0049133,0.0102851,0.0099723,0.0102041
421.0000000,0.0100406,0.0061440,0.0101708,0.0098432,0.0047863,0.0099312,0.0100738,0.0063539,0.0047980,0.0099560,0.0102870,0.0098434
422.0000000,0.0099719,0.0062808,0.0101935,0.0101253,0.0048504,0.0098407,0.0102046,0.0064099,0.0048008,0.0100603,0.0099273,0.0100277
423.0000000,0.0100911,0.0064066,0.0097679,0.0097197,0.0050407,0.0101202,0.0101634,0.0063349,0.0052126,0.0101996,0.0100223,0.0101846
424.0000000,0.0098830,0.0060803,0.0100288,0.0102297,0.0050656,0.0100224,0.0100398,0.0060292,0.0049330,0.0099176,0.0099829,0.0098106
425.0000000,0.0098396,0.0062397,0.0099569,0.0097270,0.0051677,0.0100595,0.0102100,0.0062291,0.0050296,0.0098919,0.0101264,0.0097675
426.0000000,0.0101806,0.0063474,0.0099731,0.0098226,0.0050507,0.0100600,0.0099074,0.0061352,0.0049750,0.0101112,0.0101441,0.0101066
427.0000000,0.0099301,0.0060764,0.0097179,0.0103702,0.0050654,0.0098013,0.0100016,0.0063727,0.0048198,0.0101185,0.0099776,0.0100446
428.0000000,0.0099404,0.0062673,0.0098027,0.0097186,0.0052200,0.0098102,0.0100541,0.0063208,0.0051108,0.0101437,0.0097575,0.0096381
429.0000000,0.0100741,0.0063050,0.0102283,0.0098450,0.0050922,0.0100884,0.0101296,0.0063896,0.0050062,0.0101207,0.0101031,0.0100251
430.0000000,0.0102831,0.0064258,0.0099871,0.0099186,0.0050645,0.0097186,0.0100550,0.0060809,0.0050431,0.0099143,0.0099412,0.0102395
431.0000000,0.0103034,0.0061615,0.0103025,0.0097838,0.0049579,0.0101626,0.0103089,0.0062635,0.0050109,0.0099159,0.0100389,0.0098738
432.0000000,0.0101480,0.0064175,0.0100646,0.0102131,0.0045847,0.0099200,0.0101068,0.0060357,0.0049206,0.0102784,0.0102791,0.0097905
433.0000000,0.0097456,0.0066022,0.0099399,0.0100727,0.0047417,0.0099117,0.0103409,0.0062340,0.0048969,0.0100409,0.0099409,0.0099774
434.0000000,0.0102171,0.0060532,0.0099126,0.0101032,0.0050746,0.0099859,0.0100531,0.0059672,0.0052388,0.0098703,0.0103986,0.0099719
435.0000000,0.0102738,0.0061574,0.0100002,0.0099784,0.0047290,0.0103972,0.0100599,0.0062466,0.0049211,0.0103643,0.0103391,0.0099627
436.0000000,0.0100362,0.0061347,0.0100677,0.0098208,0.0050394,0.0100073,0.0099878,0.0064166,0.0050662,0.0100058,0.0101368,0.0102591
437.0000000,0.0101308,0.0060821,0.0099818,0.0098486,0.0048694,0.0100467,0.0099991,0.0062281,0.0050820,0.0100431,0.0099691,0.0098027
438.0000000,0.0098642,0.0063121,0.0100447,0.0100086,0.0048817,0.0099378,0.0098156,0.0062786,0.0051751,0.0099099,0.0099813,0.0101937
439.0000000,0.0099164,0.0062115,0.0101089,0.0097248,0.0050239,0.0099286,0.0100780,0.0062079,0.0049793,0.0102039,0.0099088,0.0100473
440.0000000,0.0100032,0.0063751,0.0097644,0.0101433,0.0049551,0.0097973,0.0100872,0.0059208,0.0052584,0.0101352,0.0100061,0.0100746
441.0000000,0.0100144,0.0060182,0.0098743,0.0099555,0.0050725,0.0102125,0.0102262,0.0062512,0.0049446,0.0099227,0.0103805,0.0099533
442.0000000,0.0100081,0.0065644,0.0098725,0.0098150,0.0048836,0.0099543,0.0098964,0.0064851,0.0053121,0.0098141,0.0100666,0.0098993
443.0000000,0.0100753,0.0058667,0.0099617,0.0099744,0.0050211,0.0100956,0.0100633,0.0065873,0.0050132,0.0101935,0.0100045,0.0096231
444.0000000,0.0099948,0.0060905,0.0101928,0.0102337,0.0050361,0.0101236,0.0100913,0.0060219,0.0049858,0.0099527,0.0102051,0.0101695
445.0000000,0.0102257,0.0063903,0.0098995,0.0100696,0.0048259,0.0099564,0.0099492,0.0060847,0.0049628,0.0101295,0.0099504,0.0101299
446.0000000,0.0097730,0.0062363,0.0100423,0.0099158,0.0049746,0.0100950,0.0099484,0.0063018,0.0051523,0.0100112,0.0100254,0.0099693
447.0000000,0.0102211,0.0061736,0.0101818,0.0097870,0.0049915,0.0100343,0.0099512,0.0061782,0.0048282,0.0098858,0.0098990,0.0101968
448.0000000,0.0101809,0.0059385,0.0096647,0.0098554,0.0049468,0.0099858,0.0101015,0.0062757,0.0052202,0.0099696,0.0099333,0.0100911
449.0000000,0.0100209,0.0062022,0.0098719,0.0097963,0.0047860,0.0101469,0.0100727,0.0063043,0.0047735,0.0099379,0.0100875,0.0099662
450.0000000,0.0099795,0.0061890,0.0100342,0.0098451,0.0048621,0.0100573,0.0099636,0.0060842,0.0051564,0.0101059,0.0102142,0.0101813
451.0000000,0.0101242,0.0061889,0.0099527,0.0102475,0.0049688,0.0100395,0.0097938,0.0061324,0.0048888,0.0099424,0.0100084,0.0100311
452.0000000,0.0099467,0.0062132,0.0099178,0.0099663,0.0046389,0.0099935,0.0099972,0.0061713,0.0050375,0.0099750,0.0100796,0.0098558
453.0000000,0.0101119,0.0061143,0.0098446,0.0099464,0.0050009,0.0097791,0.0102403,0.0061741,0.0053951,0.0099198,0.0102502,0.0099579
454.0000000,0.0100524,0.0063651,0.0099233,0.0100735,0.0051551,0.0100900,0.0101163,0.0061847,0.0052704,0.0101866,0.0100089,0.0098050
455.0000000,0.0098910,0.0062289,0.0098902,0.0098900,0.0048300,0.0100554,0.0102751,0.0061251,0.0048509,0.0100045,0.0099202,0.0098421
456.0000000,0.0102455,0.0061735,0.0099521,0.0100245,0.0048774,0.0102638,0.0097453,0.0063767,0.0049530,0.0099678,0.0100326,0.0100456
457.0000000,0.0101426,0.0060514,0.0099633,0.0098886,0.0047901,0.0100623,0.0099316,0.0060225,0.0048976,0.0102748,0.0100148,0.0097562
458.0000000,0.0100643,0.0064861,0.0100842,0.0100541,0.0051420,0.0096826,0.0102790,0.0063244,0.0049188,0.0101352,0.0100059,0.0101349
459.0000000,0.0102881,0.0059850,0.0099966,0.0100805,0.0051151,0.0100860,0.0098932,0.0063053,0.0049544,0.0099151,0.0096547,0.0098914
460.0000000,0.0102369,0.0062724,0.0101131,0.0101073,0.0049400,0.0102265,0.0098673,0.0060254,0.0048380,0.0097212,0.0100262,0.0100319
461.0000000,0.0099926,0.0063000,0.0098856,0.0097291,0.0049933,0.0100988,0.0100553,0.0063407,0.0048471,0.0100725,0.0097084,0.0102261
462.0000000,0.0100438,0.0061744,0.0101390,0.0098171,0.0048165,0.0096248,0.0100446,0.0061653,0.0049265,0.0100417,0.0100526,0.0097681
463.0000000,0.0100528,0.0063288,0.0099712,0.0097333,0.0050272,0.0100144,0.0098160,0.0060217,0.0048522,0.0101764,0.0101940,0.0098348
464.0000000,0.0101069,0.0060004,0.0102003,0.0098014,0.0049226,0.0100201,0.0103141,0.0063509,0.0051893,0.0100515,0.0100011,0.0100413
465.0000000,0.0101547,0.0060842,0.0100442,0.0098562,0.0049472,0.0101272,0.0098716,0.0060153,0.0050743,0.0100631,0.0099310,0.0098600
466.0000000,0.0100799,0.0061056,0.0099226,0.0101213,0.0051087,0.0099447,0.0102066,0.0061377,0.0050522,0.0098949,0.0103421,0.0100135
467.0000000,0.0100450,0.0063286,0.0099687,0.0099211,0.0046226,0.0100485,0.0101657,0.0062217,0.0050885,0.0100154,0.0099978,0.0104969
468.0000000,0.0098191,0.0059591,0.0103379,0.0099820,0.0050064,0.0100787,0.0101026,0.0060294,0.0049194,0.0100213,0.0099320,0.0100057
469.0000000,0.0099761,0.0060646,0.0097121,0.0099412,0.0050602,0.0098387,0.0098491,0.0062373,0.0048524,0.0099119,0.0099152,0.0101004
470.0000000,0.0099605,0.0060838,0.0099052,0.0101345,0.0050973,0.0101333,0.0100543,0.0063389,0.0048891,0.0097836,0.0099043,0.0098197
471.0000000,0.0099979,0.0061971,0.0099903,0.0098769,0.0049604,0.0099601,0.0100045,0.0062984,0.0051382,0.0098648,0.0098077,0.0099913
472.0000000,0.0099138,0.0062584,0.0101252,0.0099746,0.0048786,0.0098509,0.0099532,0.0060995,0.0049160,0.0102969,0.0099290,0.0101219
473.0000000,0.0099632,0.0062274,0.0100174,0.0100822,0.0046739,0.0100370,0.0099339,0.0061169,0.0049577,0.0099589,0.0099799,0.0098937
474.0000000,0.0098554,0.0063378,0.0099665,0.0096482,0.0051190,0.0102024,0.0102119,0.0060899,0.0050365,0.0099942,0.0102510,0.0102889
475.0000000,0.0100247,0.0061711,0.0098389,0.0100746,0.0046237,0.0099747,0.0098684,0.0059905,0.0049551,0.0098916,0.0101535,0.0100504
476.0000000,0.0098410,0.0060746,0.0099112,0.0099904,0.0049112,0.0102095,0.0099778,0.0064550,0.0051584,0.0102327,0.0102766,0.0101441
477.0000000,0.0102630,0.0062795,0.0102615,0.0101746,0.0049566,0.0103713,0.0101635,0.0063117,0.0048736,0.0101026,0.0099888,0.0100404
478.0000000,0.0099640,0.0061651,0.0097202,0.0099768,0.0050320,0.0100205,0.0100188,0.0060261,0.0051458,0.0096023,0.0098465,0.0097582
479.0000000,0.0102328,0.0061562,0.0097952,0.0100627,0.0049535,0.0101584,0.0099421,0.0060190,0.0048821,0.0099686,0.0100401,0.0098647
480.0000000,0.0100043,0.0061403,0.0097761,0.0098398,0.0050367,0.0101267,0.0098238,0.0062154,0.0049198,0.0098470,0.0098668,0.0098780
481.0000000,0.0100358,0.0062523,0.0099247,0.0098853,0.0050547,0.0100999,0.0098529,0.0061104,0.0047608,0.0100065,0.0098743,0.0099995
482.0000000,0.0102433,0.0061558,0.0100064,0.0101090,0.0048480,0.0100474,0.0102309,0.0059795,0.0049798,0.0100586,0.0099714,0.0101114
483.0000000,0.0099952,0.0058155,0.0100939,0.0098520,0.0051243,0.0098742,0.0102230,0.0061776,0.0050369,0.0099610,0.0098550,0.0098116
484.0000000,0.0102964,0.0059625,0.0099001,0.0098287,0.0050496,0.0098421,0.0101631,0.0060978,0.0045309,0.0097371,0.0098503,0.0098423
485.0000000,0.0099120,0.0059802,0.0096670,0.0098973,0.0047408,0.0100832,0.0099503,0.0061037,0.0046852,0.0101842,0.0099591,0.0097204
486.0000000,0.0100949,0.0060785,0.0097319,0.0101946,0.0050691,0.0097686,0.0101373,0.0061472,0.0049617,0.0100357,0.0099253,0.0100527
487.0000000,0.0101171,0.0063426,0.0099214,0.0100808,0.0048814,0.0100102,0.0100306,0.0060318,0.0049692,0.0100633,0.0101212,0.0101624
488.0000000,0.0100397,0.0061222,0.0096360,0.0101672,0.0046819,0.0101037,0.0100935,0.0060356,0.0049004,0.0097735,0.0097857,0.0100323
489.0000000,0.0099379,0.0060031,0.0100481,0.0103261,0.0049215,0.0098641,0.0099975,0.0062525,0.0047924,0.0102260,0.0099287,0.0099753
490.0000000,0.0102387,0.0057413,0.0098553,0.0100787,0.0050123,0.0100824,0.0100428,0.0063502,0.0049825,0.0101237,0.0100932,0.0096855
491.0000000,0.0099675,0.0060692,0.0097231,0.0100273,0.0047441,0.0101027,0.0101928,0.0059320,0.0050317,0.0099413,0.0100154,0.0100549
492.0000000,0.0100340,0.0061113,0.0099177,0.0099343,0.0048008,0.0100704,0.0099270,0.0060557,0.0050018,0.0100265,0.0098993,0.0099964
493.0000000,0.0098078,0.0059639,0.0099641,0.0101241,0.0047838,0.0101422,0.0099606,0.0063502,0.0049205,0.0098792,0.0101055,0.0098584
494.0000000,0.0100148,0.0061919,0.0100133,0.0100199,0.0047158,0.0098126,0.0101619,0.0057899,0.0051757,0.0098849,0.0097761,0.0100107
495.0000000,0.0097685,0.0062110,0.0101805,0.0100506,0.0049260,0.0098228,0.0097425,0.0064899,0.0050082,0.0097714,0.0100735,0.0098205
496.0000000,0.0102013,0.0059228,0.0101556,0.0102102,0.0047589,0.0100141,0.0100901,0.0060809,0.0048591,0.0100513,0.0100294,0.0098880
497.0000000,0.0101088,0.0061136,0.0098193,0.0100574,0.0050243,0.0099109,0.0102636,0.0062340,0.0048311,0.0097885,0.0099266,0.0098970
498.0000000,0.0102366,0.0063171,0.0099219,0.0099813,0.0049848,0.0101273,0.0100252,0.0062055,0.0046746,0.0097866,0.0100331,0.0098567
499.0000000,0.0100136,0.0063607,0.0097555,0.0099162,0.0048322,0.0100043,0.0100164,0.0060772,0.0047966,0.0102757,0.0099791,0.0098202
500.0000000,0.0101851,0.0059470,0.0100755,0.0101041,0.0046607,0.0096898,0.0100012,0.0060614,0.0048805,0.0103400,0.0097721,0.0098236
501.0000000,0.0102438,0.0061495,0.0099379,0.0099627,0.0050147,0.0100492,0.0101189,0.0060790,0.0050387,0.0100881,0.0097387,0.0100198
502.0000000,0.0098765,0.0061909,0.0099842,0.0101166,0.0050318,0.0100890,0.0101913,0.0058835,0.0048171,0.0100547,0.0102504,0.0099974
503.0000000,0.0099390,0.0060114,0.0099947,0.0098795,0.0048325,0.0100892,0.0098024,0.0060692,0.0047323,0.0098741,0.0098464,0.0098252
504.0000000,0.0098995,0.0059207,0.0099927,0.0099204,0.0048385,0.0102103,0.0098892,0.0060722,0.0046998,0.0099814,0.0098916,0.0098235
505.0000000,0.0101448,0.0062024,0.0096658,0.0100649,0.0048092,0.0100741,0.0101941,0.0062826,0.0047286,0.0099101,0.0097773,0.0098756
506.0000000,0.0101841,0.0060396,0.0100531,0.0100470,0.0047985,0.0099606,0.0101060,0.0061649,0.0046611,0.0100905,0.0100477,0.0099344
507.0000000,0.0101074,0.0060450,0.0099996,0.0100254,0.0048597,0.0098702,0.0099910,0.0062224,0.0048275,0.0101001,0.0101704,0.0099904
508.0000000,0.0098643,0.0061747,0.0100175,0.0101518,0.0050324,0.0098437,0.0100798,0.0062352,0.0045946,0.0102356,0.0100526,0.0098843
509.0000000,0.0100107,0.0062711,0.0101355,0.0100008,0.0047880,0.0099760,0.0101151,0.0059791,0.0049602,0.0098793,0.0098905,0.0099908
510.0000000,0.0099873,0.0060080,0.0098385,0.0099842,0.0049961,0.0098582,0.0100886,0.0061384,0.0047694,0.0099045,0.0099498,0.0099458
511.0000000,0.0098490,0.0061783,0.0096184,0.0100804,0.0048606,0.0100186,0.0098474,0.0059624,0.0048872,0.0102588,0.0100203,0.0097573
512.0000000,0.0101948,0.0058633,0.0099985,0.0097063,0.0047542,0.0100193,0.0101607,0.0059281,0.0049679,0.0101925,0.0097216,0.0100752
513.0000000,0.0103346,0.0061534,0.0098311,0.0100810,0.0049404,0.0101847,0.0102259,0.0060089,0.0046297,0.0100648,0.0098378,0.0099890
514.0000000,0.0102793,0.0059608,0.0098854,0.0097607,0.0047139,0.0100678,0.0101624,0.0061562,0.0046921,0.0099035,0.0098994,0.0099808
515.0000000,0.0099315,0.0063123,0.0099361,0.0100864,0.0046411,0.0100448,0.0099185,0.0059343,0.0047528,0.0099599,0.0099721,0.0098190
516.0000000,0.0102050,0.0061910,0.0099734,0.0102727,0.0047339,0.0100791,0.0101423,0.0062996,0.0049871,0.0102915,0.0100636,0.0099764
517.0000000,0.0097405,0.0061833,0.0100360,0.0099965,0.0050042,0.0100011,0.0101961,0.0061357,0.0047295,0.0099916,0.0099384,0.0101257
518.0000000,0.0098386,0.0061850,0.0099638,0.0098903,0.0047297,0.0097928,0.0100950,0.0059979,0.0048986,0.0098404,0.0101783,0.0096567
519.0000000,0.0101039,0.0061978,0.0098066,0.0102014,0.0051456,0.0101622,0.0100992,0.0060953,0.0048156,0.0096729,0.0098844,0.0096993
520.0000000,0.0099023,0.0060074,0.0101558,0.0098955,0.0052038,0.0100383,0.0099609,0.0058663,0.0049236,0.0100581,0.0100410,0.0096141
521.0000000,0.0099754,0.0060862,0.0099779,0.0099326,0.0046061,0.0100585,0.0101584,0.0059655,0.0048568,0.0100936,0.0100836,0.0099504
522.0000000,0.0102806,0.0063037,0.0098696,0.0101307,0.0048755,0.0101526,0.0101970,0.0062481,0.0050214,0.0099801,0.0100037,0.0100271
523.0000000,0.0099926,0.0061228,0.0099268,0.0099692,0.0047464,0.0098560,0.0100888,0.0060600,0.0048287,0.0101512,0.0098074,0.0099466
524.0000000,0.0101154,0.0061626,0.0100934,0.0101781,0.0047067,0.0099024,0.0098737,0.0062153,0.0048531,0.0097067,0.0099978,0.0099179
525.0000000,0.0099963,0.0060804,0.0098724,0.0100736,0.0048202,0.0100245,0.0101372,0.0061782,0.0049614,0.0102626,0.0101257,0.0101688
526.0000000,0.0101182,0.0062051,0.0097324,0.0102388,0.0049405,0.0101553,0.0100359,0.0062063,0.0047302,0.0101218,0.0101684,0.0100196
527.0000000,0.0101589,0.0061937,0.0101328,0.0099636,0.0047028,0.0100982,0.0097974,0.0062137,0.0049702,0.0100389,0.0099354,0.0099038
528.0000000,0.0099886,0.0061005,0.0099007,0.0100142,0.0046972,0.0103137,0.0100285,0.0061911,0.0049614,0.0100311,0.0103555,0.0100088
529.0000000,0.0098969,0.0064208,0.0099504,0.0098827,0.0046004,0.0099946,0.0100968,0.0063916,0.0046146,0.0102136,0.0101545,0.0097555
530.0000000,0.0101158,0.0061306,0.0098052,0.0098703,0.0048645,0.0100654,0.0102732,0.0060847,0.0047521,0.0099524,0.0100099,0.0099256
531.0000000,0.0098447,0.0063244,0.0097606,0.0102331,0.0051039,0.0101596,0.0102949,0.0060056,0.0050818,0.0098601,0.0100390,0.0098455
532.0000000,0.0101744,0.0061518,0.0098537,0.0101228,0.0048896,0.0100003,0.0097115,0.0060823,0.0047938,0.0100517,0.0101578,0.0099553
